category,vimeo_id,title,description,page_url,vimeo_url,file,downloaded
stop-mfo,1182590811,Новости | Проблемы с запретом на кредитование через номер 1414,"При установлении запрета на кредитование через звонок на номер 1414 у нас возникли сложности. В этом ролике мы также даём инструкцию, как снять такой запрет.",https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-problemyi-s-zapretom-na-kreditovanie-cherez-nomer-1414,https://vimeo.com/1182590811,outputs/videos/stop-mfo/1182590811.mp4,yes
stop-mfo,1183130225,Новости | Скандал в кредитной системе Казахстана,"АФМ завершило расследование в отношении руководства АО «Центр развития трудовых ресурсов» и ТОО «Первое кредитное бюро». Речь идёт о подозрениях в злоупотреблении полномочиями, взяточничестве, незаконном соглашении и технической схеме, которая могла дать одной компании преимущества и причинить государству ущерб свыше 2 млрд тенге.",https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-skandal-v-kreditnoj-sisteme-kazaxstana,https://vimeo.com/1183130225,outputs/videos/stop-mfo/1183130225.mp4,yes
stop-mfo,1001550553,Экспертное мнение | Вопросы к регулированию деятельности МФО и коллекторов в Казахстане,Регулирование МФО и коллекторов: какие меры нужны для защиты заемщиков?,https://stop-piramida.kz/videos/stop-mfo/problemnyie-kredityi-voprosyi-k-regulirovaniyu-deyatelnosti-mfo-i-kollektorov-v-kazaxstane,https://vimeo.com/1001550553,outputs/videos/stop-mfo/1001550553.mp4,yes
stop-mfo,1181208116,Экспертное мнение | МФО дали 900 тысяч проблемных заемщиков за 4 года,Круглый стол по МФО и проблеме кредитов физических лиц. 22.02.2024,https://stop-piramida.kz/videos/stop-mfo/stop-mfo-mfo-dali-900-tyisyach-problemnyix-zaemshhikov-za-4-goda,https://vimeo.com/1181208116,outputs/videos/stop-mfo/1181208116.mp4,yes
stop-mfo,1180448900,Экспертное мнение | О деятельности микрофинансовых организаций,,https://stop-piramida.kz/videos/stop-mfo/stop-mfo-vopros-otvet-o-deyatelnosti-mikrofinansovyix-organizaczij,https://vimeo.com/1180448900,outputs/videos/stop-mfo/1180448900.mp4,yes
stop-mfo,1181202241,Экспертное мнение | Пересмотр графика платежей в МФО — неработающая процедура,Круглый стол по МФО и проблеме кредитов физических лиц. 22.02.2024,https://stop-piramida.kz/videos/stop-mfo/stop-mfo-peresmotr-grafika-platezhej-v-mfo-%E2%80%94-nerabotayushhaya-proczedura,https://vimeo.com/1181202241,outputs/videos/stop-mfo/1181202241.mp4,yes
stop-mfo,1185510411,Экспертное мнение | Свадьба – причина финансовых проблем,,https://stop-piramida.kz/videos/stop-mfo/kredityi-i-mikrozajmyi-svadba-%E2%80%93-prichina-finansovyix-problem,https://vimeo.com/1185510411,outputs/videos/stop-mfo/1185510411.mp4,yes
telefonnoe-moshennichestvo,1183345051,Новости | 70 тысяч обманутых пенсионеров,"В Узбекистане задержана группа IT-мошенников, обманувшая более 70 тысяч пенсионеров. Мошенники выманивали деньги под предлогом компенсации за якобы некачественные лекарства, а общий ущерб составил миллионы рублей.",https://stop-piramida.kz/videos/telefonnoe-moshennichestvo/telefonnoe-moshennichestvo-70-tyisyach-obmanutyix-pensionerov,https://vimeo.com/1183345051,outputs/videos/telefonnoe-moshennichestvo/1183345051.mp4,yes
telefonnoe-moshennichestvo,1185395397,Новости | SIM-карты возьмут под жесткий контроль,В Казахстане готовят новые правила для получения SIM-карт: подключение будет доступно только по биометрии (скану лица) и с лимитом до 10 номеров на одного человека. Как это будет работать – в посте.,https://stop-piramida.kz/videos/telefonnoe-moshennichestvo/telefonnoe-moshennichestvo-sim-kartyi-vozmut-pod-zhestkij-kontrol,https://vimeo.com/1185395397,outputs/videos/telefonnoe-moshennichestvo/1185395397.mp4,yes
telefonnoe-moshennichestvo,1184398978,Новости | SMS от 1414: новые правила доступа и защита от мошенников,"В Казахстане усилены меры защиты сервисов, использующих SMS-шлюз 1414. Раньше мошенники могли использовать номер человека для получения одноразового кода и создавать иллюзию «официального запроса». Теперь доступ к таким системам возможен только через защищённые методы — Face ID, ЭЦП и eGov QR. Сервисы, не внедрившие новые требования, отключены от SMS-шлюза 1414.",https://stop-piramida.kz/videos/telefonnoe-moshennichestvo/sms-ot-1414-novyie-pravila-dostupa-i-zashhita-ot-moshennikov,https://vimeo.com/1184398978,outputs/videos/telefonnoe-moshennichestvo/1184398978.mp4,yes
telefonnoe-moshennichestvo,1184399424,Новости | WhatsApp — это угроза?,"Австрийские исследователи обнаружили уязвимость WhatsApp, позволяющую массово проверять номера и собирать данные пользователей. Метод генерации номеров позволил проверять до 70 000 номеров в секунду и собрать сведения о 3,5 млрд аккаунтов: номера, фото профиля, статусы, активность, тип устройства и подключение дополнительных устройств.",https://stop-piramida.kz/videos/telefonnoe-moshennichestvo/onlajn-moshennichestvo-whatsapp-%E2%80%94-eto-ugroza,https://vimeo.com/1184399424,outputs/videos/telefonnoe-moshennichestvo/1184399424.mp4,yes
telefonnoe-moshennichestvo,1180126736,Новости | Блокировка мошеннических звонков,,https://stop-piramida.kz/videos/telefonnoe-moshennichestvo/telefonnoe-moshennichestvo-informacziya-blokirovka-moshennicheskix-zvonkov,https://vimeo.com/1180126736,outputs/videos/telefonnoe-moshennichestvo/1180126736.mp4,yes
telefonnoe-moshennichestvo,1183393749,Новости | В Китае вновь казнят кибермошенников,"В Китае суд вынес смертные приговоры организаторам сети скам-колл-центров и незаконного онлайн-гэмблинга. Речь идёт о десятках комплексов, жестоком насилии внутри таких центров и тысячах человеческих судеб, разрушенных этой индустрией. По оценкам ООН, сотни тысяч людей в Юго-Восточной Азии были принуждены работать в подобных схемах. Ущерб превысил 4 млрд долларов.",https://stop-piramida.kz/videos/telefonnoe-moshennichestvo/onlajn-moshennichestvo-v-kitae-vnov-kaznyat-kibermoshennikov,https://vimeo.com/1183393749,outputs/videos/telefonnoe-moshennichestvo/1183393749.mp4,yes
telefonnoe-moshennichestvo,1182698785,Новости | ГКНБ Кыргызстана и казахстанские мошенники,"В Бишкеке пресечена деятельность мошеннического колл-центра, которым руководили граждане Казахстана.",https://stop-piramida.kz/videos/telefonnoe-moshennichestvo/telefonnoe-moshennichestvo-gknb-kyirgyizstana-i-kazaxstanskie-moshenniki,https://vimeo.com/1182698785,outputs/videos/telefonnoe-moshennichestvo/1182698785.mp4,yes
telefonnoe-moshennichestvo,1182232897,Новости | Житель Гонконга перевел мошенникам 25 млн долларов после дипфейк-звонка,Фейковое совещание. Фальшивый “финансовый директор”. Минус 25 млн долларов. Технологии развиваются — схемы мошенников тоже.,https://stop-piramida.kz/videos/telefonnoe-moshennichestvo/telefonnoe-moshennichestvo-zhitel-gonkonga-perevel-moshennikam-25-mln-dollarov-posle-dipfejk-zvonka,https://vimeo.com/1182232897,outputs/videos/telefonnoe-moshennichestvo/1182232897.mp4,yes
telefonnoe-moshennichestvo,1185395411,Новости | Казахстанцы помогают иностранным мошенникам,"В Алматы раскрыта схема интернет-мошенничества с участием иностранцев. Прокуратура города Алматы в рамках проекта «Предупреждение современных видов интернет-мошенничества» продолжает активную работу по выявлению и пресечению преступных схем, связанных с киберпреступностью.По информации ведомства, 19 августа 2025 года при координации прокуратуры города, совместно с АО «Казахтелеком» и при оперативном сопровождении ДКНБ и ДП Алматы, были задержаны двое граждан Казахстана.Следствием установлено, что задержанные действовали в сговоре с иностранными сообщниками, оказывая им юридическую поддержку при организации интернет-мошенничества.По данной схеме ежедневно совершалось до 2 000 звонков казахстанцам с целью выманивания денежных средств.В настоящее время продолжаются следственные действия, направленные на установление всех обстоятельств преступной деятельности.«При выявлении подозрительных действий необходимо незамедлительно обращаться в правоохранительные органы», – отмечается в сообщении прокуратуры города Алматы.Напоминаем: чтобы не стать жертвой мошенников, необходимо: проверять информацию только через официальные источники; никогда не сообщать коды из SMS и PUSH-уведомлений; использовать сложные пароли и регулярно их менять; включать двухфакторную аутентификацию во всех приложениях; не переходить по сомнительным ссылкам и не устанавливать приложения из них; обучать детей и пожилых родственников правилам цифровой безопасности; при подозрительных звонках или действиях сразу обращаться в банк и полицию.",https://stop-piramida.kz/videos/telefonnoe-moshennichestvo/telefonnoe-moshennichestvo-kazaxstanczyi-pomogayut-inostrannyim-moshennikam,https://vimeo.com/1185395411,outputs/videos/telefonnoe-moshennichestvo/1185395411.mp4,yes
